1402,0,1
1403,0,1
1404,2,0
1405,0,1
1406,1,0
1407,1,0
1408,0,1
1409,4,0
141,1,0
1410,0,1
1411,1,0
1412,0,1
1413,1,0
1414,0,1
1415,0,2
1416,1,0
1417,3,0
1418,1,0
1419,4,0
142,2,0
1420,2,1
1421,1,0
1422,0,1
1423,1,0
1424,0,1
1425,2,0
1426,1,0
1427,1,0
1428,0,1
1429,2,1
143,1,0
1430,5,0
1431,1,0
1432,5,0
1433,2,0
1434,1,1
1435,2,0
1436,0,1
1437,1,2
1438,2,0
1439,2,0
144,0,1
1440,1,1
1441,2,0
1442,0,1
1443,0,2
1444,1,0
1445,0,3
1446,0,0
1447,4,0
1448,3,0
1449,1,0
145,1,1
1450,1,0
1451,0,3
1452,2,0
1453,3,0
1454,1,0
1455,2,0
1456,1,0
1457,1,0
1458,0,1
1459,1,0
146,6,0
1460,1,0
1461,1,1
1462,2,0
1463,0,1
1464,1,0
1465,3,0
1466,2,0
1467,1,0
1468,0,0
1469,0,0
147,1,0
1470,2,0
1471,1,0
1472,1,0
1473,0,1
1474,1,0
1475,0,0
1476,2,0
1477,0,0
1478,1,1
1479,0,1
148,1,0
1480,0,1
1481,10,0
1482,0,1
1483,0,1
1484,0,2
1485,2,0
1486,1,0
1487,1,1
1488,1,0
1489,1,0
149,0,1
1490,2,0
1491,0,1
1492,2,0
1493,1,0
1494,0,3
1495,8,0
1496,0,1
1497,0,1
1498,0,0
1499,0,0
15,0,1
150,1,0
1500,1,0
1501,3,0
1502,2,0
1503,3,0
1504,1,0
1505,2,0
1506,0,1
1507,2,0
1508,1,1
1509,4,1
151,1,2
1510,1,0
1511,2,0
1512,0,0
1513,3,0
1514,2,0
1515,0,1
1516,0,1
1517,0,1
1518,0,2
1519,0,1
152,0,1
1520,1,0
1521,0,0
1522,3,0
1523,1,0
1524,0,2
1525,1,0
1526,10,0
1527,2,1
1528,2,0
1529,0,1
153,1,0
1530,1,0
1531,2,0
1532,1,0
1533,19,0
1534,0,0
1535,2,0
1536,3,0
1537,2,0
1538,0,0
1539,1,0
154,0,1
1540,3,0
1541,0,0
1542,2,0
1543,0,3
1544,0,1
1545,0,1
1546,1,1
1547,3,0
1548,1,0
1549,1,0
155,2,0
1550,0,1
1551,2,0
1552,2,1
1553,1,0
1554,2,0
1555,3,0
1556,1,0
1557,1,0
1558,0,1
1559,0,1
156,2,0
1560,1,0
1561,1,0
1562,4,0
1563,1,0
1564,0,1
1565,0,1
1566,2,0
1567,0,2
1568,0,2
1569,0,0
157,0,1
1570,1,1
1571,0,0
1572,1,1
1573,1,0
1574,2,0
1575,1,0
1576,0,1
1577,2,0
1578,0,3
1579,6,0
158,1,0
1580,1,0
1581,0,1
1582,0,1
1583,11,0
1584,0,1
1585,0,2
1586,4,0
1587,6,0
1588,3,0
1589,1,0
159,1,0
1590,2,1
1591,4,0
16,8,0
160,3,0
161,0,3
162,0,1
163,3,0
164,0,1
165,0,1
166,0,1
167,0,2
168,0,1
169,0,1
17,0,1
170,1,0
171,0,1
172,0,1
173,0,1
174,1,0
175,1,0
176,0,1
177,7,0
178,0,1
179,1,0
18,0,1
180,5,0
181,8,0
182,1,0
183,1,0
184,8,0
185,0,1
186,2,3
187,0,1
188,7,0
189,0,1
19,1,0
190,1,0
191,0,1
192,4,0
193,0,1
194,1,0
195,1,0
196,3,0
197,1,0
198,0,1
199,0,1
2,1,0
20,0,1
200,1,0
201,1,0
202,0,2
203,2,0
204,2,0
205,0,1
206,1,0
207,0,1
208,1,0
209,0,2
21,0,1
210,0,1
211,5,0
212,0,1
213,2,0
214,1,0
215,0,1
216,0,1
217,0,1
218,1,0
219,0,1
22,0,1
220,0,1
221,3,0
222,1,0
223,1,0
224,0,1
225,0,1
226,0,1
227,1,0
228,0,2
229,0,1
23,1,0
230,0,2
231,1,0
232,0,1
233,1,0
234,1,0
235,1,0
236,4,0
237,0,2
238,2,0
239,2,0
24,1,0
240,0,1
241,2,0
242,1,0
243,1,0
244,0,1
245,1,0
246,1,0
247,8,0
248,0,1
249,0,2
25,2,0
250,1,0
251,0,1
252,0,1
253,3,0
254,2,0
255,2,0
256,0,1
257,2,0
258,1,0
259,2,0
26,1,0
260,1,0
261,0,1
262,0,1
263,1,0
264,2,0
265,0,1
266,0,1
267,0,1
268,1,0
269,0,1
27,0,1
270,1,0
271,0,1
272,2,0
273,0,1
274,3,0
275,0,0
276,0,2
277,2,0
278,0,1
279,0,3
28,0,1
280,4,0
281,0,1
282,0,1
283,3,0
284,0,1
285,0,1
286,2,0
287,0,1
288,3,0
289,1,0
29,1,0
290,2,0
291,0,1
292,1,0
293,0,1
294,2,0
295,0,1
296,3,0
297,0,1
298,1,0
299,0,1
3,2,0
30,0,1
300,0,0
301,0,1
302,1,0
303,1,0
304,1,0
305,1,0
306,1,0
307,1,0
308,1,0
309,0,1
31,1,0
310,1,0
311,0,1
312,4,0
313,1,1
314,1,0
315,1,0
316,1,0
317,1,0
318,1,0
319,1,0
32,3,0
320,1,1
321,1,0
322,2,0
323,2,0
324,0,1
325,1,0
326,0,0
327,0,1
328,0,1
329,1,0
33,0,1
330,1,0
331,0,0
332,2,0
333,1,0
334,0,1
335,0,1
336,2,0
337,0,1
338,1,0
339,0,1
34,4,0
340,0,1
341,1,0
342,1,0
343,0,1
344,0,1
345,1,0
346,1,0
347,1,0
348,0,1
349,0,1
35,0,1
350,0,1
351,2,0
352,1,0
353,1,0
354,1,0
355,0,1
356,2,0
357,0,1
358,3,0
359,0,1
36,1,0
360,8,0
361,0,1
362,1,0
363,10,0
364,1,0
365,1,0
366,2,0
367,1,0
368,1,0
369,9,0
37,1,0
370,0,1
371,1,0
372,1,1
373,1,0
374,2,0
375,0,1
376,0,1
377,1,0
378,0,0
379,0,0
38,1,0
380,2,1
381,0,1
382,1,0
383,0,0
384,1,0
385,1,0
386,1,0
387,2,0
388,0,1
389,0,1
39,0,2
390,1,0
391,1,0
392,0,1
393,1,0
394,0,1
395,2,0
396,0,1
397,0,2
398,1,0
399,0,1
4,2,0
40,1,0
400,0,1
401,0,1
402,0,1
403,0,1
404,0,1
405,1,0
406,4,0
407,1,0
408,0,1
409,0,0
41,0,1
410,11,0
411,0,1
412,2,0
413,0,1
414,2,0
415,0,1
416,1,0
417,1,0
418,4,0
419,1,0
42,0,1
420,1,0
421,6,0
422,1,0
423,2,0
424,0,1
425,6,0
426,0,1
427,1,0
428,1,0
429,1,1
43,1,0
430,3,0
431,1,0
432,2,0
433,1,0
434,0,2
435,0,2
436,1,0
437,2,0
438,2,0
439,2,0
44,1,0
440,0,1
441,1,0
442,1,0
443,1,0
444,0,1
445,0,1
446,1,0
447,2,0
448,1,0
449,4,0
45,2,0
450,1,0
451,0,1
452,0,2
453,0,1
454,1,0
455,0,1
456,0,2
457,3,0
458,1,0
459,3,0
46,0,1
460,0,1
461,4,0
462,2,0
463,0,1
464,2,0
465,0,1
466,1,0
467,0,0
468,2,0
469,1,0
47,0,2
470,1,0
471,2,0
472,2,0
473,2,0
474,1,0
475,0,1
476,1,2
477,0,3
478,0,2
479,0,1
48,1,0
480,2,0
481,2,0
482,1,0
483,0,1
484,5,0
485,0,1
486,0,1
487,1,0
488,1,0
489,2,0
49,1,0
490,3,0
491,2,0
492,1,0
493,1,0
494,1,0
495,1,0
496,0,1
497,1,0
498,3,1
499,0,1
5,4,0
50,1,0
500,0,1
501,0,1
502,0,4
503,2,0
504,0,1
505,1,0
506,1,0
507,1,0
508,0,1
509,0,1
51,0,2
510,0,1
511,2,0
512,1,0
513,3,0
514,13,0
515,14,0
516,1,0
517,2,0
518,0,1
519,2,0
52,2,0
520,0,1
521,0,1
522,7,0
523,0,1
524,2,0
525,1,0
526,0,2
527,2,0
528,2,0
529,0,1
53,0,2
530,2,0
531,1,0
532,1,0
533,10,0
534,1,0
535,0,1
536,1,0
537,1,0
538,0,1
539,0,1
54,1,0
540,1,0
541,0,1
542,0,1
543,1,0
544,2,0
545,6,0
546,0,1
547,1,0
548,1,0
549,0,1
55,3,0
550,0,1
551,0,1
552,0,9
553,1,1
554,1,0
555,1,0
556,1,0
557,0,2
558,0,1
559,2,0
56,1,2
560,0,1
561,0,1
562,1,0
563,0,1
564,1,0
565,1,0
566,2,0
567,1,0
568,2,0
569,0,1
57,1,0
570,1,0
571,2,1
572,6,0
573,2,0
574,0,1
575,0,1
576,1,0
577,0,1
578,1,0
579,1,0
58,0,1
580,0,1
581,1,0
582,4,0
583,1,0
584,1,0
585,3,0
586,1,0
587,1,0
588,0,1
589,0,1
59,1,0
590,2,0
591,1,0
592,0,1
593,0,0
594,8,1
595,2,0
596,1,0
597,0,1
598,1,0
599,1,1
6,1,0
60,1,0
600,1,1
601,1,0
602,1,0
603,1,0
604,2,0
605,3,0
606,6,0
607,2,0
608,0,1
609,6,0
61,0,1
610,1,0
611,0,1
612,0,1
613,1,0
614,0,1
615,0,0
616,0,1
617,6,0
618,1,0
619,2,0
62,1,1
620,0,1
621,0,1
622,2,0
623,2,0
624,1,3
625,1,0
626,0,2
627,3,0
628,1,0
629,4,0
63,2,1
630,1,0
631,1,0
632,1,0
633,1,0
634,0,1
635,0,2
636,1,0
637,0,1
638,3,2
639,1,0
64,0,1
640,2,0
641,1,0
642,5,0
643,1,0
644,1,0
645,2,0
646,1,0
647,0,1
648,1,0
649,2,1
65,0,1
650,0,1
651,0,2
652,0,2
653,2,0
654,1,0
655,1,0
656,0,1
657,2,0
658,0,1
659,1,0
66,2,0
660,0,1
661,0,1
662,5,0
663,0,2
664,1,0
665,0,1
666,1,0
667,0,1
668,0,0
669,2,0
67,1,0
670,0,1
671,0,1
672,2,0
673,3,0
674,0,1
675,0,1
676,1,0
677,1,0
678,1,1
679,1,0
68,2,0
680,1,0
681,0,1
682,1,0
683,2,0
684,0,1
685,1,0
686,0,1
687,1,0
688,6,0
689,21,0
69,1,0
690,1,0
691,1,0
692,1,0
693,0,1
694,0,1
695,1,0
696,2,0
697,1,0
698,0,1
699,0,1
7,0,1
70,1,1
700,2,0
701,0,1
702,1,0
703,0,1
704,1,0
705,3,0
706,1,0
707,0,1
708,0,1
709,2,0
71,3,0
710,1,0
711,2,1
712,2,0
713,0,0
714,3,0
715,3,0
716,0,2
717,2,0
718,1,0
719,1,0
72,0,1
720,0,1
721,0,1
722,1,0
723,0,2
724,1,0
725,3,0
726,0,1
727,1,0
728,2,0
729,1,0
73,1,1
730,1,0
731,1,0
732,0,1
733,3,0
734,0,1
735,0,1
736,1,1
737,0,0
738,1,0
739,1,0
74,0,2
740,1,2
741,0,2
742,3,0
743,0,1
744,1,0
745,1,0
746,3,0
747,1,0
748,3,0
749,2,0
75,16,0
750,1,0
751,1,1
752,1,1
753,9,0
754,0,1
755,1,0
756,0,1
757,0,1
758,0,1
759,1,0
76,0,1
760,1,0
761,1,0
762,0,1
763,1,0
764,5,0
765,4,0
766,1,2
767,0,1
768,2,0
769,0,1
77,0,1
770,1,0
771,0,1
772,2,0
773,3,0
774,1,0
775,0,13
776,1,0
777,2,0
778,0,2
779,1,0
78,1,0
780,0,1
781,0,1
782,1,0
783,1,0
784,3,0
785,0,1
786,0,1
787,0,1
788,1,0
789,0,2
79,1,0
790,1,0
791,1,0
792,2,0
793,0,1
794,0,1
795,1,0
796,0,1
797,3,0
798,0,1
799,0,1
8,0,1
80,0,2
800,2,0
801,1,0
802,0,2
803,0,1
804,1,0
805,0,1
806,1,0
807,1,1
808,0,0
809,1,0
81,7,0
810,0,1
811,1,0
812,2,0
813,0,1
814,1,0
815,1,0
816,1,0
817,1,1
818,3,0
819,2,0
82,2,0
820,1,0
821,0,1
822,1,0
823,1,0
824,1,0
825,2,0
826,2,0
827,2,0
828,2,0
829,0,1
83,2,3
830,0,1
831,8,0
832,3,0
833,1,0
834,2,0
835,0,1
836,1,0
837,0,2
838,1,0
839,1,0
84,1,0
840,1,1
841,0,2
842,0,0
843,1,0
844,6,0
845,1,0
846,2,0
847,0,1
848,0,0
849,1,0
85,0,2
850,0,1
851,1,0
852,0,1
853,0,1
854,1,0
855,0,4
856,0,1
857,0,1
858,0,1
859,2,0
86,3,0
860,1,0
861,1,0
862,1,0
863,10,0
864,0,1
865,1,0
866,0,1
867,0,1
868,0,1
869,2,0
87,0,1
870,1,0
871,2,0
872,0,1
873,1,0
874,2,0
875,1,0
876,1,0
877,4,0
878,0,1
879,1,0
88,1,0
880,1,0
881,2,0
882,0,1
883,0,1
884,1,0
885,1,0
886,1,1
887,1,4
888,1,0
889,0,1
89,0,1
890,1,0
891,1,0
892,1,0
893,0,1
894,1,0
895,0,1
896,1,0
897,0,1
898,0,1
899,2,0
9,0,1
90,1,1
900,1,0
901,0,1
902,0,1
903,0,1
904,3,0
905,0,1
906,2,0
907,2,0
908,1,0
909,1,0
91,2,0
910,6,0
911,0,2
912,1,0
913,0,1
914,1,1
915,0,1
916,1,0
917,3,0
918,0,1
919,0,1
92,1,0
920,1,0
921,1,0
922,0,1
923,0,1
924,6,0
925,0,1
926,0,1
927,1,0
928,1,0
929,2,0
93,1,0
930,0,1
931,0,5
932,1,0
933,2,0
934,8,0
935,0,1
936,0,1
937,1,0
938,4,0
939,0,1
94,0,2
940,2,0
941,1,0
942,5,0
943,1,0
944,1,0
945,0,1
946,1,1
947,2,0
948,1,0
949,2,0
95,2,0
950,2,0
951,0,1
952,1,0
953,0,1
954,0,1
955,8,0
956,0,1
957,5,0
958,0,1
959,1,0
96,0,2
960,4,0
961,1,0
962,2,1
963,1,0
964,3,0
965,0,1
966,4,0
967,0,1
968,0,1
969,4,0
97,0,1
970,1,0
971,1,0
972,2,0
973,0,1
974,2,0
975,9,0
976,2,0
977,1,0
978,1,4
979,1,0
98,1,1
980,1,0
981,0,1
982,1,0
983,1,0
984,1,0
985,1,0
986,0,1
987,1,0
988,1,0
989,0,1
99,0,1
990,0,1
991,0,0
992,2,0
993,1,0
994,5,0
995,4,0
996,0,1
997,3,0
998,0,1
999,1,0
